ticker,volume,open,close,high,low,window_start,transactions
O:SPXW220606C04200000,2,45.95,44.55,45.95,44.55,1653883200000000000,2
O:SPXW220606C04210000,3,44.14,44.14,44.14,44.14,1653883200000000000,1
O:SPXW220606C04250000,3,27.96,27.96,27.96,27.96,1653883200000000000,1
O:SPXW220606C04300000,1,13.09,13.09,13.09,13.09,1653883200000000000,1
O:SPXW220606C04350000,1,3.5,3.5,3.5,3.5,1653883200000000000,1
O:SPXW220606P03300000,1,0.11,0.11,0.11,0.11,1653883200000000000,1
O:SPXW220606P03600000,1,0.51,0.51,0.51,0.51,1653883200000000000,1
O:SPXW220606P03650000,6,0.73,0.73,0.73,0.73,1653883200000000000,1
O:SPXW220606P03750000,6,1.28,1.28,1.28,1.28,1653883200000000000,1
O:SPXW220606P03800000,2,1.5,1.5,1.5,1.5,1653883200000000000,1
O:SPXW220606P03835000,2,1.98,1.98,1.98,1.98,1653883200000000000,1
O:SPXW220606P03850000,16,2,2,2,2,1653883200000000000,2
O:SPXW220606P04010000,3,10,10.13,10.13,10,1653883200000000000,3
O:SPXW220606P04140000,4,39.27,39.27,39.27,39.27,1653883200000000000,1
O:SPXW220607P03800000,5,2.35,2.35,2.35,2.35,1653883200000000000,1
O:SPXW220608C04300000,4,18.44,18.44,18.44,18.44,1653883200000000000,1
O:SPXW220608C04325000,4,12.73,12.73,12.73,12.73,1653883200000000000,1
O:SPXW220608C04350000,15,9.3,9.3,9.3,9.3,1653883200000000000,1
O:SPXW220608P03975000,4,10.47,10.47,10.47,10.47,1653883200000000000,1
O:SPXW220608P04000000,4,12,14.5,14.5,12,1653883200000000000,4
O:SPXW220608P04025000,4,16.23,16.23,16.23,16.23,1653883200000000000,1
O:SPXW220608P04150000,2,49.1,49.4,49.4,49.1,1653883200000000000,2
O:SPXW220608P04175000,10,59.9,59.9,59.9,59.9,1653883200000000000,1
O:SPXW220610C04175000,1,80,80,80,80,1653883200000000000,1
O:SPXW220610C04340000,1,14.2,14.2,14.2,14.2,1653883200000000000,1
O:SPXW220610C04550000,1,0.65,0.65,0.65,0.65,1653883200000000000,1
O:SPXW220610P03600000,1,4.52,4.52,4.52,4.52,1653883200000000000,1
O:SPXW220610P03700000,1,5.52,5.52,5.52,5.52,1653883200000000000,1
O:SPXW220610P03750000,8,3.1,3.1,3.1,3.1,1653883200000000000,1
O:SPXW220610P03800000,15,4.9,4.9,4.9,4.9,1653883200000000000,1
O:SPXW220610P03850000,1,5.84,5.84,5.84,5.84,1653883200000000000,1
O:SPXW220610P03885000,2,7.49,8.26,8.26,7.49,1653883200000000000,2
O:SPXW220610P03945000,1,13.7,13.7,13.7,13.7,1653883200000000000,1
O:SPXW220610P03950000,1,12.24,12.24,12.24,12.24,1653883200000000000,1
O:SPXW220610P03975000,15,14.7,14.7,14.7,14.7,1653883200000000000,1
O:SPXW220610P04020000,1,25.2,25.2,25.2,25.2,1653883200000000000,1
O:SPXW220610P04070000,1,29.38,29.38,29.38,29.38,1653883200000000000,1
O:SPXW220610P04080000,1,31.58,31.58,31.58,31.58,1653883200000000000,1
O:SPXW220610P04100000,6,38.5,41.57,44.1,35.5,1653883200000000000,6
O:SPXW220610P04105000,2,43.37,42.97,43.37,42.97,1653883200000000000,2
O:SPXW220610P04175000,4,64,72.7,72.7,64,1653883200000000000,4
O:SPXW220613C04200000,1,70.95,70.95,70.95,70.95,1653883200000000000,1
O:SPXW220613P03880000,2,9.09,9.91,9.91,9.09,1653883200000000000,2
O:SPXW220613P04195000,6,74.5,73.6,75.1,73.3,1653883200000000000,5
O:SPXW220614P04175000,5,69.3,69.3,69.3,69.3,1653883200000000000,1
O:SPXW220615C04200000,25,70,70,70,70,1653883200000000000,1
O:SPXW220615C04300000,10,37,37,37,37,1653883200000000000,1
O:SPXW220617C04125000,35,134.35,134.35,134.35,134.35,1653883200000000000,1
O:SPXW220617C04260000,18,51.7,51.8,51.8,51.7,1653883200000000000,2
O:SPXW220617C04275000,1,53.35,53.35,53.35,53.35,1653883200000000000,1
O:SPXW220617C04295000,1,45.75,45.75,45.75,45.75,1653883200000000000,1
O:SPXW220617C04300000,10,43.22,43.1,43.22,43.1,1653883200000000000,3
O:SPXW220617C04350000,6,26.24,26.24,26.24,26.24,1653883200000000000,1
O:SPXW220617C04370000,3,21,20,21,20,1653883200000000000,3
O:SPXW220617C04440000,12,11.13,10.2,11.13,10.2,1653883200000000000,4
O:SPXW220617C04530000,6,3.6,3.6,3.6,3.6,1653883200000000000,2
O:SPXW220617P03500000,1,2.75,2.75,2.75,2.75,1653883200000000000,1
O:SPXW220617P03530000,40,3.19,3.19,3.19,3.19,1653883200000000000,1
O:SPXW220617P03540000,8,3.1,3.1,3.1,3.1,1653883200000000000,1
O:SPXW220617P03590000,15,3.5,3.5,3.5,3.5,1653883200000000000,4
O:SPXW220617P03600000,40,4.19,4.19,4.19,4.19,1653883200000000000,1
O:SPXW220617P04065000,4,55.6,55.6,55.6,55.6,1653883200000000000,1
O:SPXW220617P04085000,4,61.6,61.6,61.6,61.6,1653883200000000000,1
O:SPXW220617P04100000,1,58.66,58.66,58.66,58.66,1653883200000000000,1
O:SPXW220617P04125000,35,65.25,65.25,65.25,65.25,1653883200000000000,1
O:SPXW220617P04150000,1,75.51,75.51,75.51,75.51,1653883200000000000,1
O:SPXW220617P04165000,2,77,82.3,82.3,77,1653883200000000000,2
O:SPXW220621C04350000,6,29.24,29.24,29.24,29.24,1653883200000000000,1
O:SPXW220622C04170000,1,104.27,104.27,104.27,104.27,1653883200000000000,1
O:SPXW220622C04250000,1,64.27,64.27,64.27,64.27,1653883200000000000,1
O:SPXW220624C04125000,35,147.3,147.3,147.3,147.3,1653883200000000000,1
O:SPXW220624C04250000,1,74.72,74.72,74.72,74.72,1653883200000000000,1
O:SPXW220624P03590000,5,6,6,6,6,1653883200000000000,2
O:SPXW220624P03675000,39,8.9,8.9,8.9,8.9,1653883200000000000,1
O:SPXW220624P03700000,43,10.1,10.1,10.1,10.1,1653883200000000000,1
O:SPXW220624P03710000,18,10.6,10.6,10.6,10.6,1653883200000000000,1
O:SPXW220624P03715000,59,10.9,10.9,10.9,10.9,1653883200000000000,2
O:SPXW220624P03780000,1,15.9,15.9,15.9,15.9,1653883200000000000,1
O:SPXW220624P04125000,35,77.8,77.8,77.8,77.8,1653883200000000000,1
O:SPXW220627C04040000,1,214.2,214.2,214.2,214.2,1653883200000000000,1
O:SPXW220627P03300000,20,3.3,3.3,3.3,3.3,1653883200000000000,2
O:SPXW220627P03400000,40,4.7,4.7,4.7,4.7,1653883200000000000,4
O:SPXW220627P03450000,170,5.3,4.9,5.3,4.5,1653883200000000000,15
O:SPXW220627P03500000,90,5.9,5.8,5.9,5.8,1653883200000000000,6
O:SPXW220627P03550000,45,6.9,6.8,6.9,6.8,1653883200000000000,3
O:SPXW220627P03600000,30,8.3,8.2,8.3,8.2,1653883200000000000,2
O:SPXW220627P03650000,62,9.7,10.3,10.3,9.7,1653883200000000000,5
O:SPXW220627P03700000,30,12.2,12.3,12.3,12.2,1653883200000000000,2
O:SPXW220627P03750000,45,15.7,15.4,15.7,15.4,1653883200000000000,3
O:SPXW220630C04225000,3,99.75,99.75,99.75,99.75,1653883200000000000,2
O:SPXW220630C04240000,3,92.25,92.25,92.25,92.25,1653883200000000000,2
O:SPXW220630C04350000,4,45.93,42.9,45.93,42.9,1653883200000000000,3
O:SPXW220630C04375000,3,38.34,38.34,38.34,38.34,1653883200000000000,2
O:SPXW220630C04460000,3,19.31,19.31,19.31,19.31,1653883200000000000,2
O:SPXW220630C04500000,3,13.4,13.4,13.4,13.4,1653883200000000000,2
O:SPXW220630C04530000,61,9.4,9.4,9.4,9.4,1653883200000000000,2
O:SPXW220630C04600000,2,4.9,4.9,4.9,4.9,1653883200000000000,2
O:SPXW220630C04700000,1,1.9,1.9,1.9,1.9,1653883200000000000,1
O:SPXW220630P04000000,10,60,60,60,60,1653883200000000000,1
O:SPXW220701C05200000,1,0.3,0.3,0.3,0.3,1653883200000000000,1
O:SPXW220715C04250000,6,105.6,105.6,105.6,105.6,1653883200000000000,2
O:SPXW220715C04530000,2,19.5,19.5,19.5,19.5,1653883200000000000,1
O:SPXW220715C04580000,4,13,13,13,13,1653883200000000000,1
O:SPXW220715C04630000,2,8.45,8.45,8.45,8.45,1653883200000000000,1
O:SPXW220715C04710000,29,4.4,4.4,4.4,4.4,1653883200000000000,1
O:SPXW220715C04750000,1,2.95,2.95,2.95,2.95,1653883200000000000,1
O:SPXW220715P03600000,6,19.67,22.17,22.17,19.67,1653883200000000000,2
O:SPXW220715P03700000,6,27.27,30.77,30.77,27.27,1653883200000000000,2
O:SPXW220715P03800000,1,40.8,40.8,40.8,40.8,1653883200000000000,1
O:SPXW220819C04100000,4,238.25,238.25,238.25,238.25,1653883200000000000,1
O:SPXW220819C04250000,8,149.88,149.88,149.88,149.88,1653883200000000000,1
O:SPXW220819C04400000,4,83.01,83.01,83.01,83.01,1653883200000000000,1
O:SPXW220819P03600000,4,45.5,45.5,45.5,45.5,1653883200000000000,1
O:SPXW220819P03750000,8,64.9,64.9,64.9,64.9,1653883200000000000,1
O:SPXW220819P03900000,4,92.45,92.45,92.45,92.45,1653883200000000000,1
O:SPXW220831C04300000,9,138.87,138.87,138.87,138.87,1653883200000000000,3
O:SPXW220831C04320000,9,129.42,129.42,129.42,129.42,1653883200000000000,3
O:SPXW220831C04375000,3,105.96,105.96,105.96,105.96,1653883200000000000,2
O:SPXW220831C04390000,3,99.9,99.9,99.9,99.9,1653883200000000000,2
O:SPXW220831C04500000,9,61.16,61.16,61.16,61.16,1653883200000000000,2
O:SPXW220831C04525000,9,54.06,54.06,54.06,54.06,1653883200000000000,2
O:SPXW220831C04600000,6,36.92,36.92,36.92,36.92,1653883200000000000,2
O:SPXW220831C04610000,9,34.58,34.58,34.58,34.58,1653883200000000000,2
O:SPXW220831C04625000,6,32.09,32.09,32.09,32.09,1653883200000000000,2
O:SPXW220831C04650000,9,27.53,27.53,27.53,27.53,1653883200000000000,2
O:SPXW220930P01200000,1,1.25,1.25,1.25,1.25,1653883200000000000,1
O:SPXW220930P02450000,5,10.53,10.53,10.53,10.53,1653883200000000000,1
O:SPXW220930P02950000,10,23.07,23.07,23.07,23.07,1653883200000000000,1
O:SPXW220930P03200000,5,35.66,35.66,35.66,35.66,1653883200000000000,1
O:SPXW221230C04650000,1,97.5,97.5,97.5,97.5,1653883200000000000,1
O:SPXW221230P03500000,1,102.1,102.1,102.1,102.1,1653883200000000000,1
O:SPXW221230P03850000,1,174.7,174.7,174.7,174.7,1653883200000000000,1
